Sample.Name,id_number,id_year,Run,BioProject,BioSample,carapace_length_mm,Center.Name,Collection_Date,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,library_id,Library.Name,library_name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,sex,site_name,SRA.Study,store_cond,tissue,year_sequenced,resequenced
FC5-24,24,NA,SRR30264012,PRJNA1148680,SAMN43213655,32,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725054,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-24_RSC2_2021,FC5-24_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-25,25,NA,SRR30264011,PRJNA1148680,SAMN43213656,44,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725055,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-25_RSC3_2021,FC5-25_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-26,26,NA,SRR30264010,PRJNA1148680,SAMN43213657,43,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725056,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-26_RSC3_2021,FC5-26_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-27,27,NA,SRR30264009,PRJNA1148680,SAMN43213658,44,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725057,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-27_RSC3_2021,FC5-27_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-28,28,NA,SRR30264008,PRJNA1148680,SAMN43213659,41,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725058,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-28_RSC3_2021,FC5-28_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-29,29,NA,SRR30264007,PRJNA1148680,SAMN43213660,35,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725059,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-29_RSC3_2021,FC5-29_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-3,3,NA,SRR30264020,PRJNA1148680,SAMN43213634,37,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725046,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-3_RSC4_2021,FC5-3_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-30,30,NA,SRR30264006,PRJNA1148680,SAMN43213661,45,MICHIGAN STATE UNIVERSITY,2020-10,adult,Group 3,SRX25725060,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-30_RSC12_2021,FC5-30_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-4,4,NA,SRR30264018,PRJNA1148680,SAMN43213635,40,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725048,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-4_RSC4_2021,FC5-4_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-5,5,NA,SRR30264017,PRJNA1148680,SAMN43213636,37,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725049,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-5_RSC4_2021,FC5-5_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-6,6,NA,SRR30264016,PRJNA1148680,SAMN43213637,32,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725050,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-6_RSC4_2021,FC5-6_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-7,7,NA,SRR30264015,PRJNA1148680,SAMN43213638,30,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725051,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-7_RSC4_2021,FC5-7_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-8,8,NA,SRR30264014,PRJNA1148680,SAMN43213639,45,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725052,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-8_RSC4_2021,FC5-8_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC10,SRP526750,95% ethanol,gill,2021,
FC5-9,9,NA,SRR30264495,PRJNA1148680,SAMN43213640,40,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725539,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC5-9_RSC1_2021,FC5-9_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC10,SRP526750,95% ethanol,gill,2021,
FC8-1,1,NA,SRR30264005,PRJNA1148680,SAMN43213662,46,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725061,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-1_RSC3_2021,FC8-1_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-10,10,NA,SRR30264477,PRJNA1148680,SAMN43213671,32,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725557,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-10_RSC4_2021,FC8-10_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-11,11,NA,SRR30264476,PRJNA1148680,SAMN43213672,31,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725558,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-11_RSC4_2021,FC8-11_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-12,12,NA,SRR30264475,PRJNA1148680,SAMN43213673,36,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725559,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-12_RSC4_2021,FC8-12_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-13,13,NA,SRR30264474,PRJNA1148680,SAMN43213674,38,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725560,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-13_RSC4_2021,FC8-13_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-14,14,NA,SRR30264472,PRJNA1148680,SAMN43213675,27,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725562,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-14_RSC4_2021,FC8-14_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-15,15,NA,SRR30264471,PRJNA1148680,SAMN43213676,33,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725563,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-15_RSC4_2021,FC8-15_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-16,16,NA,SRR30264470,PRJNA1148680,SAMN43213677,28,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725564,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-16_RSC4_2021,FC8-16_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-17,17,NA,SRR30264469,PRJNA1148680,SAMN43213678,37,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725565,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-17_RSC1_2021,FC8-17_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-18,18,NA,SRR30264468,PRJNA1148680,SAMN43213679,30,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725566,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-18_RSC1_2021,FC8-18_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-19,19,NA,SRR30264467,PRJNA1148680,SAMN43213680,39,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725567,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-19_RSC1_2021,FC8-19_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-2,2,NA,SRR30264004,PRJNA1148680,SAMN43213663,30,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725062,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-2_RSC3_2021,FC8-2_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-20,20,NA,SRR30264466,PRJNA1148680,SAMN43213681,35,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725568,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-20_RSC1_2021,FC8-20_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-21,21,NA,SRR30264465,PRJNA1148680,SAMN43213682,36,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725569,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-21_RSC1_2021,FC8-21_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-22,22,NA,SRR30264464,PRJNA1148680,SAMN43213683,38,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725570,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-22_RSC1_2021,FC8-22_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-23,23,NA,SRR30264205,PRJNA1148680,SAMN43213684,29,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725205,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-23_RSC1_2021,FC8-23_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-24,24,NA,SRR30264203,PRJNA1148680,SAMN43213685,31,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725207,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-24_RSC1_2021,FC8-24_RSC1_2021,RSC1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-25,25,NA,SRR30264202,PRJNA1148680,SAMN43213686,28,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725208,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-25_RSC12_2021,FC8-25_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-26,26,NA,SRR30264201,PRJNA1148680,SAMN43213687,35,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725209,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-26_RSC12_2021,FC8-26_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-27,27,NA,SRR30264200,PRJNA1148680,SAMN43213688,36,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725210,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-27_RSC12_2021,FC8-27_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-28,28,NA,SRR30264199,PRJNA1148680,SAMN43213689,32,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725211,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-28_RSC12_2021,FC8-28_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-29,29,NA,SRR30264198,PRJNA1148680,SAMN43213690,37,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725212,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-29_RSC12_2021,FC8-29_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-3,3,NA,SRR30264003,PRJNA1148680,SAMN43213664,39,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725063,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-3_RSC3_2021,FC8-3_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-30,30,NA,SRR30264197,PRJNA1148680,SAMN43213691,39,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725213,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-30_RSC12_2021,FC8-30_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-4,4,NA,SRR30264001,PRJNA1148680,SAMN43213665,26,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725065,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-4_RSC3_2021,FC8-4_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-5,5,NA,SRR30264000,PRJNA1148680,SAMN43213666,31,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725066,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-5_RSC3_2021,FC8-5_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-6,6,NA,SRR30263999,PRJNA1148680,SAMN43213667,35,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725067,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-6_RSC3_2021,FC8-6_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-7,7,NA,SRR30263998,PRJNA1148680,SAMN43213668,31,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725068,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-7_RSC3_2021,FC8-7_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-8,8,NA,SRR30264479,PRJNA1148680,SAMN43213669,33,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725555,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-8_RSC3_2021,FC8-8_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
FC8-9,9,NA,SRR30264478,PRJNA1148680,SAMN43213670,31,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25725556,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC8-9_RSC4_2021,FC8-9_RSC4_2021,RSC4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC7,SRP526750,95% ethanol,gill,2021,
HO1-1,1,NA,SRR30264196,PRJNA1148680,SAMN43213692,38,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 2,SRX25725214,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-1_RSC2_2021,HO1-1_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-10,10,NA,SRR30263994,PRJNA1148680,SAMN43213701,39,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725072,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-10_RSC3_2021,HO1-10_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-11,11,NA,SRR30263993,PRJNA1148680,SAMN43213702,50,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725073,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-11_RSC3_2021,HO1-11_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-12,12,NA,SRR30263992,PRJNA1148680,SAMN43213703,35,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725074,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-12_RSC3_2021,HO1-12_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-13,13,NA,SRR30263991,PRJNA1148680,SAMN43213704,35,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725075,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-13_RSC3_2021,HO1-13_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-14,14,NA,SRR30263989,PRJNA1148680,SAMN43213705,37,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725077,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-14_RSC3_2021,HO1-14_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-15,15,NA,SRR30263988,PRJNA1148680,SAMN43213706,43,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725078,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-15_RSC3_2021,HO1-15_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-16,16,NA,SRR30263987,PRJNA1148680,SAMN43213707,38,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725079,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-16_RSC3_2021,HO1-16_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-17,17,NA,SRR30263986,PRJNA1148680,SAMN43213708,47,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725080,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-17_RSC3_2021,HO1-17_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-18,18,NA,SRR30263985,PRJNA1148680,SAMN43213709,38,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725081,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-18_RSC3_2021,HO1-18_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-19,19,NA,SRR30263984,PRJNA1148680,SAMN43213710,41,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725082,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-19_RSC3_2021,HO1-19_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-2,2,NA,SRR30264195,PRJNA1148680,SAMN43213693,51,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 2,SRX25725215,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-2_RSC2_2021,HO1-2_RSC2_2021,RSC2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-20,20,NA,SRR30263983,PRJNA1148680,SAMN43213711,46,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725083,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-20_RSC3_2021,HO1-20_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-21,21,NA,SRR30263982,PRJNA1148680,SAMN43213712,43,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725084,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-21_RSC3_2021,HO1-21_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-22,22,NA,SRR30264463,PRJNA1148680,SAMN43213713,44,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725571,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-22_RSC3_2021,HO1-22_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-23,23,NA,SRR30264462,PRJNA1148680,SAMN43213714,37,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725572,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-23_RSC3_2021,HO1-23_RSC3_2021,RSC3,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-24,24,NA,SRR30264460,PRJNA1148680,SAMN43213715,50,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725574,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-24_RSC12_2021,HO1-24_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-25,25,NA,SRR30264459,PRJNA1148680,SAMN43213716,47,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725575,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-25_RSC12_2021,HO1-25_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-26,26,NA,SRR30264458,PRJNA1148680,SAMN43213717,44,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725576,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-26_RSC12_2021,HO1-26_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-27,27,NA,SRR30264457,PRJNA1148680,SAMN43213718,28,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725577,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-27_RSC12_2021,HO1-27_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-28,28,NA,SRR30264456,PRJNA1148680,SAMN43213719,37,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725578,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-28_RSC12_2021,HO1-28_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel3,SRP526750,95% ethanol,gill,2021,
HO1-29,29,NA,SRR30264455,PRJNA1148680,SAMN43213720,30,MICHIGAN STATE UNIVERSITY,2020-09,adult,Group 2,SRX25725579,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO1-29_RSC12_2021,HO1-29_RSC12_2021,RSC12,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel3,SRP526750,95% ethanol,gill,2021,
